goal_code,indicator_code,country,availability,disaggregation
16,16.3.3,Syria,0,Sex
16,16.5.1,Syria,0,Sex
16,16.6.2,Syria,0,Sex
16,16.7.1,Syria,0,Sex
16,16.7.2,Syria,0,Sex
16,16.10.1,Syria,0,Sex
16,16.10.2,Syria,0,Sex
1,1.2.2,Tunisia,0,Sex
1,1.4.2,Tunisia,0,Sex
2,2.1.2,Tunisia,0,Sex
2,2.3.2,Tunisia,0,Sex
2,2.4.1,Tunisia,0,Sex
3,3.5.1,Tunisia,0,Sex
4,4.1.2,Tunisia,0,Sex
5,5.2.2,Tunisia,0,Sex
5,5.a.1,Tunisia,0,Sex
11,11.2.1,Tunisia,0,Sex
11,11.7.1,Tunisia,0,Sex
11,11.7.2,Tunisia,0,Sex
10,10.2.1,Tunisia,0,Sex
10,10.3.1,Tunisia,0,Sex
10,10.4.2,Tunisia,0,Sex
10,10.7.1,Tunisia,0,Sex
10,10.7.4,Tunisia,0,Sex
16,16.1.3,Tunisia,0,Sex
16,16.1.4,Tunisia,0,Sex
16,16.2.3,Tunisia,0,Sex
16,16.3.1,Tunisia,0,Sex
16,16.3.2,Tunisia,0,Sex
16,16.3.3,Tunisia,0,Sex
16,16.5.1,Tunisia,0,Sex
16,16.6.2,Tunisia,0,Sex
16,16.7.1,Tunisia,0,Sex
16,16.7.2,Tunisia,0,Sex
16,16.10.1,Tunisia,0,Sex
1,1.1.1,United Arab Emirates,0,Sex
1,1.2.1,United Arab Emirates,0,Sex
1,1.2.2,United Arab Emirates,0,Sex
1,1.3.1,United Arab Emirates,0,Sex
1,1.4.2,United Arab Emirates,0,Sex
1,1.5.1,United Arab Emirates,0,Sex
2,2.1.2,United Arab Emirates,0,Sex
2,2.2.1,United Arab Emirates,0,Sex
2,2.3.2,United Arab Emirates,0,Sex
2,2.4.1,United Arab Emirates,0,Sex
3,3.3.1,United Arab Emirates,0,Sex
3,3.5.1,United Arab Emirates,0,Sex
3,3.8.2,United Arab Emirates,0,Sex
4,4.1.2,United Arab Emirates,0,Sex
4,4.2.1,United Arab Emirates,0,Sex
4,4.3.1,United Arab Emirates,0,Sex
5,5.2.2,United Arab Emirates,0,Sex
5,5.a.1,United Arab Emirates,0,Sex
8,8.7.1,United Arab Emirates,0,Sex
8,8.8.1,United Arab Emirates,0,Sex
8,8.8.2,United Arab Emirates,0,Sex
11,11.2.1,United Arab Emirates,0,Sex
11,11.5.1,United Arab Emirates,0,Sex
11,11.7.1,United Arab Emirates,0,Sex
11,11.7.2,United Arab Emirates,0,Sex
10,10.2.1,United Arab Emirates,0,Sex
10,10.3.1,United Arab Emirates,0,Sex
10,10.4.2,United Arab Emirates,0,Sex
10,10.7.1,United Arab Emirates,0,Sex
10,10.7.4,United Arab Emirates,0,Sex
16,16.1.2,United Arab Emirates,0,Sex
16,16.1.3,United Arab Emirates,0,Sex
16,16.1.4,United Arab Emirates,0,Sex
16,16.2.1,United Arab Emirates,0,Sex
16,16.2.3,United Arab Emirates,0,Sex
16,16.3.1,United Arab Emirates,0,Sex
16,16.3.3,United Arab Emirates,0,Sex
16,16.5.1,United Arab Emirates,0,Sex
16,16.5.2,United Arab Emirates,0,Sex
16,16.6.2,United Arab Emirates,0,Sex
16,16.7.1,United Arab Emirates,0,Sex
16,16.7.2,United Arab Emirates,0,Sex
16,16.10.1,United Arab Emirates,0,Sex
16,16.10.2,United Arab Emirates,0,Sex
1,1.2.2,Yemen,0,Sex
1,1.4.2,Yemen,0,Sex
2,2.1.2,Yemen,0,Sex
2,2.3.2,Yemen,0,Sex
2,2.4.1,Yemen,0,Sex
3,3.3.1,Yemen,0,Sex
3,3.5.1,Yemen,0,Sex
4,4.1.2,Yemen,0,Sex
4,4.2.1,Yemen,0,Sex
4,4.4.1,Yemen,0,Sex
5,5.2.2,Yemen,0,Sex
5,5.a.1,Yemen,0,Sex
5,5.b.1,Yemen,0,Sex
8,8.7.1,Yemen,0,Sex
8,8.8.1,Yemen,0,Sex
8,8.8.2,Yemen,0,Sex
9,9.5.2,Yemen,0,Sex
11,11.2.1,Yemen,0,Sex
11,11.7.1,Yemen,0,Sex
11,11.7.2,Yemen,0,Sex
10,10.2.1,Yemen,0,Sex
10,10.3.1,Yemen,0,Sex
10,10.4.2,Yemen,0,Sex
10,10.7.1,Yemen,0,Sex
10,10.7.4,Yemen,0,Sex
16,16.1.3,Yemen,0,Sex
16,16.1.4,Yemen,0,Sex
16,16.2.1,Yemen,0,Sex
16,16.2.3,Yemen,0,Sex
16,16.3.1,Yemen,0,Sex
16,16.3.2,Yemen,0,Sex
16,16.3.3,Yemen,0,Sex
16,16.5.1,Yemen,0,Sex
16,16.6.2,Yemen,0,Sex
16,16.7.1,Yemen,0,Sex
16,16.7.2,Yemen,0,Sex
16,16.10.1,Yemen,0,Sex
1,1.2.1,Algeria,0.5,Sex
1,1.3.1,Algeria,0.5,Sex
1,1.4.1,Algeria,0.5,Sex
1,1.5.1,Algeria,0.5,Sex
2,2.3.1,Algeria,0.5,Sex
17,17.8.1,Algeria,0.5,Sex
17,17.19.2,Algeria,0.5,Sex
3,3.2.2,Algeria,0.5,Sex
3,3.3.2,Algeria,0.5,Sex
3,3.4.2,Algeria,0.5,Sex
3,3.5.2,Algeria,0.5,Sex
3,3.6.1,Algeria,0.5,Sex
3,3.9.1,Algeria,0.5,Sex
3,3.9.2,Algeria,0.5,Sex
4,4.2.1,Algeria,0.5,Sex
7,7.1.2,Algeria,0.5,Sex
8,8.3.1,Algeria,0.5,Sex
8,8.8.1,Algeria,0.5,Sex
8,8.8.2,Algeria,0.5,Sex
9,9.2.2,Algeria,0.5,Sex
9,9.5.2,Algeria,0.5,Sex
11,11.1.1,Algeria,0.5,Sex
11,11.5.1,Algeria,0.5,Sex
16,16.1.2,Algeria,0.5,Sex
16,16.5.2,Algeria,0.5,Sex
1,1.3.1,Bahrain,0.5,Sex
1,1.4.1,Bahrain,0.5,Sex
2,2.2.2,Bahrain,0.5,Sex
2,2.3.1,Bahrain,0.5,Sex
17,17.8.1,Bahrain,0.5,Sex
17,17.19.2,Bahrain,0.5,Sex
3,3.2.2,Bahrain,0.5,Sex
3,3.3.2,Bahrain,0.5,Sex
3,3.4.2,Bahrain,0.5,Sex
3,3.5.2,Bahrain,0.5,Sex
3,3.6.1,Bahrain,0.5,Sex
3,3.9.1,Bahrain,0.5,Sex
3,3.9.2,Bahrain,0.5,Sex
7,7.1.2,Bahrain,0.5,Sex
8,8.8.1,Bahrain,0.5,Sex
9,9.2.2,Bahrain,0.5,Sex
9,9.5.2,Bahrain,0.5,Sex
11,11.1.1,Bahrain,0.5,Sex
16,16.1.1,Bahrain,0.5,Sex
1,1.2.1,Comoros,0.5,Sex
1,1.3.1,Comoros,0.5,Sex
1,1.4.1,Comoros,0.5,Sex
1,1.5.1,Comoros,0.5,Sex
2,2.3.1,Comoros,0.5,Sex
17,17.8.1,Comoros,0.5,Sex
3,3.2.2,Comoros,0.5,Sex
3,3.3.2,Comoros,0.5,Sex
3,3.4.2,Comoros,0.5,Sex
3,3.5.2,Comoros,0.5,Sex
3,3.6.1,Comoros,0.5,Sex
3,3.9.1,Comoros,0.5,Sex
3,3.9.2,Comoros,0.5,Sex
7,7.1.2,Comoros,0.5,Sex
8,8.8.2,Comoros,0.5,Sex
9,9.2.2,Comoros,0.5,Sex
11,11.1.1,Comoros,0.5,Sex
11,11.5.1,Comoros,0.5,Sex
16,16.1.2,Comoros,0.5,Sex
1,1.1.1,Djibouti,0.5,Sex
1,1.2.1,Djibouti,0.5,Sex
1,1.3.1,Djibouti,0.5,Sex
1,1.4.1,Djibouti,0.5,Sex
1,1.5.1,Djibouti,0.5,Sex
2,2.3.1,Djibouti,0.5,Sex
17,17.8.1,Djibouti,0.5,Sex
17,17.19.2,Djibouti,0.5,Sex
3,3.2.2,Djibouti,0.5,Sex
3,3.3.2,Djibouti,0.5,Sex
3,3.4.2,Djibouti,0.5,Sex
3,3.5.2,Djibouti,0.5,Sex
3,3.6.1,Djibouti,0.5,Sex
3,3.8.2,Djibouti,0.5,Sex
3,3.9.1,Djibouti,0.5,Sex
3,3.9.2,Djibouti,0.5,Sex
4,4.4.1,Djibouti,0.5,Sex
7,7.1.2,Djibouti,0.5,Sex
8,8.8.2,Djibouti,0.5,Sex
11,11.1.1,Djibouti,0.5,Sex
11,11.5.1,Djibouti,0.5,Sex
16,16.1.2,Djibouti,0.5,Sex
16,16.2.2,Djibouti,0.5,Sex
16,16.5.2,Djibouti,0.5,Sex
1,1.2.1,Egypt,0.5,Sex
1,1.3.1,Egypt,0.5,Sex
1,1.4.1,Egypt,0.5,Sex
1,1.5.1,Egypt,0.5,Sex
2,2.3.1,Egypt,0.5,Sex
17,17.8.1,Egypt,0.5,Sex
17,17.19.2,Egypt,0.5,Sex
3,3.2.2,Egypt,0.5,Sex
3,3.3.2,Egypt,0.5,Sex
3,3.4.2,Egypt,0.5,Sex
3,3.5.2,Egypt,0.5,Sex
3,3.6.1,Egypt,0.5,Sex
3,3.8.2,Egypt,0.5,Sex
3,3.9.1,Egypt,0.5,Sex
3,3.9.2,Egypt,0.5,Sex
4,4.4.1,Egypt,0.5,Sex
7,7.1.2,Egypt,0.5,Sex
8,8.8.2,Egypt,0.5,Sex
9,9.2.2,Egypt,0.5,Sex
9,9.5.2,Egypt,0.5,Sex
11,11.1.1,Egypt,0.5,Sex
11,11.5.1,Egypt,0.5,Sex
16,16.1.2,Egypt,0.5,Sex
16,16.1.3,Egypt,0.5,Sex
16,16.2.1,Egypt,0.5,Sex
16,16.3.2,Egypt,0.5,Sex
16,16.5.2,Egypt,0.5,Sex
1,1.2.1,Iraq,0.5,Sex
1,1.3.1,Iraq,0.5,Sex
1,1.4.1,Iraq,0.5,Sex
1,1.5.1,Iraq,0.5,Sex
2,2.3.1,Iraq,0.5,Sex
2,2.3.2,Iraq,0.5,Sex
17,17.8.1,Iraq,0.5,Sex
17,17.19.2,Iraq,0.5,Sex
3,3.2.2,Iraq,0.5,Sex
3,3.3.2,Iraq,0.5,Sex
3,3.4.2,Iraq,0.5,Sex
3,3.5.2,Iraq,0.5,Sex
3,3.6.1,Iraq,0.5,Sex
3,3.9.1,Iraq,0.5,Sex
3,3.9.2,Iraq,0.5,Sex
3,3.a.1,Iraq,0.5,Sex
4,4.2.1,Iraq,0.5,Sex
7,7.1.2,Iraq,0.5,Sex
8,8.3.1,Iraq,0.5,Sex
8,8.8.2,Iraq,0.5,Sex
9,9.5.2,Iraq,0.5,Sex
11,11.1.1,Iraq,0.5,Sex
11,11.5.1,Iraq,0.5,Sex
16,16.1.2,Iraq,0.5,Sex
16,16.2.1,Iraq,0.5,Sex
16,16.5.2,Iraq,0.5,Sex
1,1.2.1,Jordan,0.5,Sex
1,1.3.1,Jordan,0.5,Sex
1,1.4.1,Jordan,0.5,Sex
1,1.5.1,Jordan,0.5,Sex
2,2.3.1,Jordan,0.5,Sex
17,17.8.1,Jordan,0.5,Sex
17,17.19.2,Jordan,0.5,Sex
3,3.2.2,Jordan,0.5,Sex
3,3.3.2,Jordan,0.5,Sex
3,3.4.2,Jordan,0.5,Sex
3,3.5.2,Jordan,0.5,Sex
3,3.6.1,Jordan,0.5,Sex
3,3.8.2,Jordan,0.5,Sex
3,3.9.1,Jordan,0.5,Sex
3,3.9.2,Jordan,0.5,Sex
4,4.2.1,Jordan,0.5,Sex
7,7.1.2,Jordan,0.5,Sex
8,8.3.1,Jordan,0.5,Sex
8,8.8.1,Jordan,0.5,Sex
9,9.2.2,Jordan,0.5,Sex
9,9.5.2,Jordan,0.5,Sex
11,11.1.1,Jordan,0.5,Sex
11,11.5.1,Jordan,0.5,Sex
16,16.1.2,Jordan,0.5,Sex
16,16.2.1,Jordan,0.5,Sex
16,16.2.2,Jordan,0.5,Sex
16,16.5.2,Jordan,0.5,Sex
16,16.10.2,Jordan,0.5,Sex
1,1.3.1,Kuwait,0.5,Sex
1,1.4.1,Kuwait,0.5,Sex
1,1.5.1,Kuwait,0.5,Sex
2,2.3.1,Kuwait,0.5,Sex
17,17.8.1,Kuwait,0.5,Sex
17,17.19.2,Kuwait,0.5,Sex
3,3.2.2,Kuwait,0.5,Sex
3,3.3.2,Kuwait,0.5,Sex
3,3.4.2,Kuwait,0.5,Sex
3,3.5.2,Kuwait,0.5,Sex
3,3.6.1,Kuwait,0.5,Sex
3,3.9.1,Kuwait,0.5,Sex
3,3.9.2,Kuwait,0.5,Sex
7,7.1.2,Kuwait,0.5,Sex
8,8.8.2,Kuwait,0.5,Sex
9,9.2.2,Kuwait,0.5,Sex
9,9.5.2,Kuwait,0.5,Sex
11,11.1.1,Kuwait,0.5,Sex
11,11.5.1,Kuwait,0.5,Sex
16,16.1.2,Kuwait,0.5,Sex
16,16.3.2,Kuwait,0.5,Sex
1,1.2.1,Lebanon,0.5,Sex
1,1.3.1,Lebanon,0.5,Sex
1,1.4.1,Lebanon,0.5,Sex
1,1.5.1,Lebanon,0.5,Sex
2,2.3.1,Lebanon,0.5,Sex
17,17.8.1,Lebanon,0.5,Sex
17,17.19.2,Lebanon,0.5,Sex
3,3.2.2,Lebanon,0.5,Sex
3,3.3.2,Lebanon,0.5,Sex
3,3.4.2,Lebanon,0.5,Sex
3,3.5.2,Lebanon,0.5,Sex
3,3.6.1,Lebanon,0.5,Sex
3,3.8.2,Lebanon,0.5,Sex
3,3.9.1,Lebanon,0.5,Sex
3,3.9.2,Lebanon,0.5,Sex
4,4.2.2,Lebanon,0.5,Sex
4,4.c.1,Lebanon,0.5,Sex
11,11.1.1,Lebanon,0.5,Sex
11,11.5.1,Lebanon,0.5,Sex
16,16.1.1,Lebanon,0.5,Sex
16,16.1.2,Lebanon,0.5,Sex
16,16.5.2,Lebanon,0.5,Sex
16,16.10.2,Lebanon,0.5,Sex
1,1.3.1,Libya,0.5,Sex
1,1.4.1,Libya,0.5,Sex
2,2.3.1,Libya,0.5,Sex
17,17.8.1,Libya,0.5,Sex
3,3.2.2,Libya,0.5,Sex
3,3.3.2,Libya,0.5,Sex
3,3.4.2,Libya,0.5,Sex
3,3.5.2,Libya,0.5,Sex
3,3.6.1,Libya,0.5,Sex
3,3.9.1,Libya,0.5,Sex
3,3.9.2,Libya,0.5,Sex
4,4.1.1,Libya,0.5,Sex
4,4.c.1,Libya,0.5,Sex
8,8.8.2,Libya,0.5,Sex
11,11.1.1,Libya,0.5,Sex
16,16.1.2,Libya,0.5,Sex
1,1.2.1,Mauritania,0.5,Sex
1,1.3.1,Mauritania,0.5,Sex
1,1.4.1,Mauritania,0.5,Sex
1,1.5.1,Mauritania,0.5,Sex
2,2.3.1,Mauritania,0.5,Sex
17,17.8.1,Mauritania,0.5,Sex
3,3.2.2,Mauritania,0.5,Sex
3,3.3.2,Mauritania,0.5,Sex
3,3.4.2,Mauritania,0.5,Sex
3,3.5.2,Mauritania,0.5,Sex
3,3.6.1,Mauritania,0.5,Sex
3,3.8.2,Mauritania,0.5,Sex
3,3.9.1,Mauritania,0.5,Sex
3,3.9.2,Mauritania,0.5,Sex
4,4.2.1,Mauritania,0.5,Sex
7,7.1.2,Mauritania,0.5,Sex
8,8.3.1,Mauritania,0.5,Sex
8,8.8.2,Mauritania,0.5,Sex
11,11.1.1,Mauritania,0.5,Sex
11,11.5.1,Mauritania,0.5,Sex
16,16.1.2,Mauritania,0.5,Sex
16,16.2.1,Mauritania,0.5,Sex
16,16.5.2,Mauritania,0.5,Sex
16,16.9.1,Mauritania,0.5,Sex
1,1.2.1,Morocco,0.5,Sex
1,1.3.1,Morocco,0.5,Sex
1,1.4.1,Morocco,0.5,Sex
1,1.5.1,Morocco,0.5,Sex
2,2.3.1,Morocco,0.5,Sex
17,17.8.1,Morocco,0.5,Sex
17,17.19.2,Morocco,0.5,Sex
3,3.2.2,Morocco,0.5,Sex
3,3.3.2,Morocco,0.5,Sex
3,3.4.2,Morocco,0.5,Sex
3,3.5.2,Morocco,0.5,Sex
3,3.6.1,Morocco,0.5,Sex
3,3.8.2,Morocco,0.5,Sex
3,3.9.1,Morocco,0.5,Sex
3,3.9.2,Morocco,0.5,Sex
4,4.4.1,Morocco,0.5,Sex
7,7.1.2,Morocco,0.5,Sex
8,8.3.1,Morocco,0.5,Sex
9,9.2.2,Morocco,0.5,Sex
9,9.5.2,Morocco,0.5,Sex
11,11.1.1,Morocco,0.5,Sex
11,11.5.1,Morocco,0.5,Sex
16,16.5.1,Morocco,0.5,Sex
16,16.5.2,Morocco,0.5,Sex
16,16.9.1,Morocco,0.5,Sex
16,16.10.2,Morocco,0.5,Sex
1,1.3.1,Oman,0.5,Sex
1,1.4.1,Oman,0.5,Sex
2,2.3.1,Oman,0.5,Sex
17,17.8.1,Oman,0.5,Sex
17,17.19.2,Oman,0.5,Sex
3,3.2.2,Oman,0.5,Sex
3,3.3.2,Oman,0.5,Sex
3,3.4.2,Oman,0.5,Sex
3,3.5.2,Oman,0.5,Sex
3,3.6.1,Oman,0.5,Sex
3,3.8.2,Oman,0.5,Sex
3,3.9.1,Oman,0.5,Sex
3,3.9.2,Oman,0.5,Sex
4,4.2.1,Oman,0.5,Sex
7,7.1.2,Oman,0.5,Sex
8,8.3.1,Oman,0.5,Sex
9,9.2.2,Oman,0.5,Sex
9,9.5.2,Oman,0.5,Sex
11,11.1.1,Oman,0.5,Sex
1,1.2.1,Palestine,0.5,Sex
1,1.3.1,Palestine,0.5,Sex
1,1.4.1,Palestine,0.5,Sex
1,1.5.1,Palestine,0.5,Sex
2,2.1.2,Palestine,0.5,Sex
2,2.3.1,Palestine,0.5,Sex
17,17.8.1,Palestine,0.5,Sex
17,17.19.2,Palestine,0.5,Sex
3,3.2.2,Palestine,0.5,Sex
3,3.3.2,Palestine,0.5,Sex
4,4.2.1,Palestine,0.5,Sex
9,9.2.2,Palestine,0.5,Sex
9,9.5.2,Palestine,0.5,Sex
11,11.1.1,Palestine,0.5,Sex
11,11.5.1,Palestine,0.5,Sex
16,16.1.3,Palestine,0.5,Sex
16,16.1.4,Palestine,0.5,Sex
16,16.2.1,Palestine,0.5,Sex
16,16.3.1,Palestine,0.5,Sex
16,16.5.1,Palestine,0.5,Sex
16,16.5.2,Palestine,0.5,Sex
1,1.4.1,Qatar,0.5,Sex
2,2.2.2,Qatar,0.5,Sex
2,2.3.1,Qatar,0.5,Sex
17,17.8.1,Qatar,0.5,Sex
17,17.19.2,Qatar,0.5,Sex
3,3.2.2,Qatar,0.5,Sex
3,3.3.2,Qatar,0.5,Sex
3,3.4.2,Qatar,0.5,Sex
3,3.5.2,Qatar,0.5,Sex
3,3.6.1,Qatar,0.5,Sex
3,3.9.1,Qatar,0.5,Sex
3,3.9.2,Qatar,0.5,Sex
4,4.2.1,Qatar,0.5,Sex
7,7.1.2,Qatar,0.5,Sex
8,8.3.1,Qatar,0.5,Sex
9,9.2.2,Qatar,0.5,Sex
9,9.5.2,Qatar,0.5,Sex
11,11.1.1,Qatar,0.5,Sex
16,16.1.2,Qatar,0.5,Sex
16,16.1.4,Qatar,0.5,Sex
16,16.2.2,Qatar,0.5,Sex
16,16.3.2,Qatar,0.5,Sex
16,16.9.1,Qatar,0.5,Sex
1,1.4.1,Saudi Arabia,0.5,Sex
1,1.5.1,Saudi Arabia,0.5,Sex
2,2.3.1,Saudi Arabia,0.5,Sex
17,17.8.1,Saudi Arabia,0.5,Sex
17,17.19.2,Saudi Arabia,0.5,Sex
3,3.2.2,Saudi Arabia,0.5,Sex
3,3.3.2,Saudi Arabia,0.5,Sex
3,3.4.2,Saudi Arabia,0.5,Sex
3,3.5.2,Saudi Arabia,0.5,Sex
3,3.6.1,Saudi Arabia,0.5,Sex
3,3.9.1,Saudi Arabia,0.5,Sex
3,3.9.2,Saudi Arabia,0.5,Sex
7,7.1.2,Saudi Arabia,0.5,Sex
8,8.3.1,Saudi Arabia,0.5,Sex
9,9.2.2,Saudi Arabia,0.5,Sex
11,11.1.1,Saudi Arabia,0.5,Sex
11,11.5.1,Saudi Arabia,0.5,Sex
16,16.1.2,Saudi Arabia,0.5,Sex
1,1.4.1,Somalia,0.5,Sex
1,1.5.1,Somalia,0.5,Sex
2,2.3.1,Somalia,0.5,Sex
17,17.8.1,Somalia,0.5,Sex
3,3.2.2,Somalia,0.5,Sex
3,3.3.2,Somalia,0.5,Sex
3,3.4.2,Somalia,0.5,Sex
3,3.5.2,Somalia,0.5,Sex
3,3.6.1,Somalia,0.5,Sex
3,3.9.1,Somalia,0.5,Sex
3,3.9.2,Somalia,0.5,Sex
7,7.1.2,Somalia,0.5,Sex
11,11.1.1,Somalia,0.5,Sex
11,11.5.1,Somalia,0.5,Sex
16,16.1.2,Somalia,0.5,Sex
1,1.2.1,Sudan,0.5,Sex
1,1.3.1,Sudan,0.5,Sex
1,1.4.1,Sudan,0.5,Sex
1,1.5.1,Sudan,0.5,Sex
2,2.3.1,Sudan,0.5,Sex
17,17.8.1,Sudan,0.5,Sex
3,3.2.2,Sudan,0.5,Sex
3,3.3.2,Sudan,0.5,Sex
3,3.4.2,Sudan,0.5,Sex
3,3.5.2,Sudan,0.5,Sex
3,3.6.1,Sudan,0.5,Sex
3,3.9.1,Sudan,0.5,Sex
3,3.9.2,Sudan,0.5,Sex
4,4.4.1,Sudan,0.5,Sex
7,7.1.2,Sudan,0.5,Sex
9,9.2.2,Sudan,0.5,Sex
11,11.1.1,Sudan,0.5,Sex
11,11.5.1,Sudan,0.5,Sex
16,16.1.1,Sudan,0.5,Sex
16,16.1.2,Sudan,0.5,Sex
16,16.2.1,Sudan,0.5,Sex
16,16.3.2,Sudan,0.5,Sex
16,16.5.2,Sudan,0.5,Sex
16,16.10.2,Sudan,0.5,Sex
1,1.2.1,Syria,0.5,Sex
1,1.3.1,Syria,0.5,Sex
1,1.4.1,Syria,0.5,Sex
1,1.5.1,Syria,0.5,Sex
2,2.3.1,Syria,0.5,Sex
17,17.8.1,Syria,0.5,Sex
17,17.19.2,Syria,0.5,Sex
3,3.2.2,Syria,0.5,Sex
3,3.3.2,Syria,0.5,Sex
3,3.4.2,Syria,0.5,Sex
3,3.5.2,Syria,0.5,Sex
3,3.6.1,Syria,0.5,Sex
3,3.9.1,Syria,0.5,Sex
3,3.9.2,Syria,0.5,Sex
7,7.1.2,Syria,0.5,Sex
8,8.3.1,Syria,0.5,Sex
8,8.8.2,Syria,0.5,Sex
9,9.2.2,Syria,0.5,Sex
11,11.1.1,Syria,0.5,Sex
11,11.5.1,Syria,0.5,Sex
16,16.1.1,Syria,0.5,Sex
16,16.1.2,Syria,0.5,Sex
16,16.5.2,Syria,0.5,Sex
1,1.2.1,Tunisia,0.5,Sex
1,1.4.1,Tunisia,0.5,Sex
1,1.5.1,Tunisia,0.5,Sex
2,2.3.1,Tunisia,0.5,Sex
17,17.8.1,Tunisia,0.5,Sex
17,17.19.2,Tunisia,0.5,Sex
3,3.2.2,Tunisia,0.5,Sex
3,3.3.2,Tunisia,0.5,Sex
3,3.4.2,Tunisia,0.5,Sex
3,3.5.2,Tunisia,0.5,Sex
3,3.6.1,Tunisia,0.5,Sex
3,3.8.2,Tunisia,0.5,Sex
3,3.9.1,Tunisia,0.5,Sex
3,3.9.2,Tunisia,0.5,Sex
4,4.2.1,Tunisia,0.5,Sex
5,5.b.1,Tunisia,0.5,Sex
7,7.1.2,Tunisia,0.5,Sex
8,8.3.1,Tunisia,0.5,Sex
8,8.8.1,Tunisia,0.5,Sex
8,8.8.2,Tunisia,0.5,Sex
9,9.2.2,Tunisia,0.5,Sex
9,9.5.2,Tunisia,0.5,Sex
11,11.1.1,Tunisia,0.5,Sex
11,11.5.1,Tunisia,0.5,Sex
16,16.1.1,Tunisia,0.5,Sex
16,16.1.2,Tunisia,0.5,Sex
16,16.2.1,Tunisia,0.5,Sex
16,16.5.2,Tunisia,0.5,Sex
16,16.10.2,Tunisia,0.5,Sex
1,1.4.1,United Arab Emirates,0.5,Sex
2,2.2.2,United Arab Emirates,0.5,Sex
2,2.3.1,United Arab Emirates,0.5,Sex
17,17.8.1,United Arab Emirates,0.5,Sex
17,17.19.2,United Arab Emirates,0.5,Sex
3,3.2.2,United Arab Emirates,0.5,Sex
3,3.3.2,United Arab Emirates,0.5,Sex
3,3.4.2,United Arab Emirates,0.5,Sex
3,3.5.2,United Arab Emirates,0.5,Sex
3,3.6.1,United Arab Emirates,0.5,Sex
3,3.9.1,United Arab Emirates,0.5,Sex
3,3.9.2,United Arab Emirates,0.5,Sex
7,7.1.2,United Arab Emirates,0.5,Sex
8,8.3.1,United Arab Emirates,0.5,Sex
9,9.2.2,United Arab Emirates,0.5,Sex
9,9.5.2,United Arab Emirates,0.5,Sex
11,11.1.1,United Arab Emirates,0.5,Sex
16,16.9.1,United Arab Emirates,0.5,Sex
1,1.2.1,Yemen,0.5,Sex
1,1.3.1,Yemen,0.5,Sex
1,1.4.1,Yemen,0.5,Sex
1,1.5.1,Yemen,0.5,Sex
2,2.3.1,Yemen,0.5,Sex
17,17.8.1,Yemen,0.5,Sex
17,17.19.2,Yemen,0.5,Sex
3,3.2.2,Yemen,0.5,Sex
3,3.3.2,Yemen,0.5,Sex
3,3.4.2,Yemen,0.5,Sex
3,3.5.2,Yemen,0.5,Sex
3,3.6.1,Yemen,0.5,Sex
3,3.8.2,Yemen,0.5,Sex
3,3.9.1,Yemen,0.5,Sex
3,3.9.2,Yemen,0.5,Sex
7,7.1.2,Yemen,0.5,Sex
9,9.2.2,Yemen,0.5,Sex
11,11.1.1,Yemen,0.5,Sex
11,11.5.1,Yemen,0.5,Sex
16,16.1.1,Yemen,0.5,Sex
16,16.1.2,Yemen,0.5,Sex
16,16.2.2,Yemen,0.5,Sex
16,16.5.2,Yemen,0.5,Sex
16,16.10.2,Yemen,0.5,Sex
1,1.1.1,Algeria,1,Sex
2,2.2.1,Algeria,1,Sex
2,2.2.2,Algeria,1,Sex
3,3.2.1,Algeria,1,Sex
3,3.3.1,Algeria,1,Sex
3,3.4.1,Algeria,1,Sex
3,3.9.3,Algeria,1,Sex
3,3.a.1,Algeria,1,Sex
4,4.1.1,Algeria,1,Sex
4,4.2.2,Algeria,1,Sex
4,4.3.1,Algeria,1,Sex
4,4.4.1,Algeria,1,Sex
4,4.6.1,Algeria,1,Sex
4,4.c.1,Algeria,1,Sex
5,5.4.1,Algeria,1,Sex
5,5.5.1,Algeria,1,Sex
5,5.b.1,Algeria,1,Sex
8,8.5.1,Algeria,1,Sex
8,8.5.2,Algeria,1,Sex
8,8.6.1,Algeria,1,Sex
8,8.7.1,Algeria,1,Sex
8,8.10.2,Algeria,1,Sex
16,16.1.1,Algeria,1,Sex
16,16.2.2,Algeria,1,Sex
16,16.3.2,Algeria,1,Sex
16,16.9.1,Algeria,1,Sex
2,2.2.1,Bahrain,1,Sex
3,3.2.1,Bahrain,1,Sex
3,3.4.1,Bahrain,1,Sex
3,3.9.3,Bahrain,1,Sex
3,3.a.1,Bahrain,1,Sex
4,4.1.1,Bahrain,1,Sex
4,4.2.2,Bahrain,1,Sex
4,4.3.1,Bahrain,1,Sex
4,4.4.1,Bahrain,1,Sex
4,4.6.1,Bahrain,1,Sex
4,4.c.1,Bahrain,1,Sex
5,5.4.1,Bahrain,1,Sex
5,5.5.1,Bahrain,1,Sex
5,5.b.1,Bahrain,1,Sex
8,8.5.1,Bahrain,1,Sex
8,8.5.2,Bahrain,1,Sex
8,8.10.2,Bahrain,1,Sex
16,16.2.2,Bahrain,1,Sex
1,1.1.1,Comoros,1,Sex
2,2.2.1,Comoros,1,Sex
2,2.2.2,Comoros,1,Sex
3,3.2.1,Comoros,1,Sex
3,3.3.1,Comoros,1,Sex
3,3.4.1,Comoros,1,Sex
3,3.9.3,Comoros,1,Sex
3,3.a.1,Comoros,1,Sex
