sdg_code,indicator_code,country,availabile
11,11.6.1,Jordan,FALSE
11,11.6.1,Kuwait,TRUE
11,11.6.1,Lebanon,FALSE
11,11.6.1,Libya,FALSE
11,11.6.1,Mauritania,TRUE
11,11.6.1,Morocco,FALSE
11,11.6.1,Oman,FALSE
11,11.6.1,Palestine,FALSE
11,11.6.1,Qatar,TRUE
11,11.6.1,Saudi Arabia,TRUE
11,11.6.1,Somalia,FALSE
11,11.6.1,Sudan,FALSE
11,11.6.1,Syria,FALSE
11,11.6.1,Tunisia,TRUE
11,11.6.1,United Arab Emirates,FALSE
11,11.6.1,Yemen,TRUE
11,11.6.2,Algeria,TRUE
11,11.6.2,Bahrain,TRUE
11,11.6.2,Comoros,TRUE
11,11.6.2,Djibouti,TRUE
11,11.6.2,Egypt,TRUE
11,11.6.2,Iraq,TRUE
11,11.6.2,Jordan,TRUE
11,11.6.2,Kuwait,TRUE
11,11.6.2,Lebanon,TRUE
11,11.6.2,Libya,TRUE
11,11.6.2,Mauritania,TRUE
11,11.6.2,Morocco,TRUE
11,11.6.2,Oman,TRUE
11,11.6.2,Palestine,TRUE
11,11.6.2,Qatar,TRUE
11,11.6.2,Saudi Arabia,TRUE
11,11.6.2,Somalia,TRUE
11,11.6.2,Sudan,TRUE
11,11.6.2,Syria,TRUE
11,11.6.2,Tunisia,TRUE
11,11.6.2,United Arab Emirates,TRUE
11,11.6.2,Yemen,TRUE
11,11.7.1,Algeria,FALSE
11,11.7.1,Bahrain,FALSE
11,11.7.1,Comoros,FALSE
11,11.7.1,Djibouti,FALSE
11,11.7.1,Egypt,FALSE
11,11.7.1,Iraq,FALSE
11,11.7.1,Jordan,FALSE
11,11.7.1,Kuwait,FALSE
11,11.7.1,Lebanon,FALSE
11,11.7.1,Libya,FALSE
11,11.7.1,Mauritania,FALSE
11,11.7.1,Morocco,FALSE
11,11.7.1,Oman,FALSE
11,11.7.1,Palestine,FALSE
11,11.7.1,Qatar,FALSE
11,11.7.1,Saudi Arabia,FALSE
11,11.7.1,Somalia,FALSE
11,11.7.1,Sudan,FALSE
11,11.7.1,Syria,FALSE
11,11.7.1,Tunisia,FALSE
11,11.7.1,United Arab Emirates,FALSE
11,11.7.1,Yemen,FALSE
11,11.7.2,Algeria,FALSE
11,11.7.2,Bahrain,FALSE
11,11.7.2,Comoros,FALSE
11,11.7.2,Djibouti,FALSE
11,11.7.2,Egypt,FALSE
11,11.7.2,Iraq,FALSE
11,11.7.2,Jordan,FALSE
11,11.7.2,Kuwait,FALSE
11,11.7.2,Lebanon,FALSE
11,11.7.2,Libya,FALSE
11,11.7.2,Mauritania,FALSE
11,11.7.2,Morocco,FALSE
11,11.7.2,Oman,FALSE
11,11.7.2,Palestine,FALSE
11,11.7.2,Qatar,FALSE
11,11.7.2,Saudi Arabia,FALSE
11,11.7.2,Somalia,FALSE
11,11.7.2,Sudan,FALSE
11,11.7.2,Syria,FALSE
11,11.7.2,Tunisia,FALSE
11,11.7.2,United Arab Emirates,FALSE
11,11.7.2,Yemen,FALSE
11,11.a.1,Algeria,FALSE
11,11.a.1,Bahrain,FALSE
11,11.a.1,Comoros,FALSE
11,11.a.1,Djibouti,FALSE
11,11.a.1,Egypt,FALSE
11,11.a.1,Iraq,FALSE
11,11.a.1,Jordan,FALSE
11,11.a.1,Kuwait,FALSE
11,11.a.1,Lebanon,FALSE
11,11.a.1,Libya,FALSE
11,11.a.1,Mauritania,FALSE
11,11.a.1,Morocco,FALSE
11,11.a.1,Oman,FALSE
11,11.a.1,Palestine,FALSE
11,11.a.1,Qatar,FALSE
11,11.a.1,Saudi Arabia,FALSE
11,11.a.1,Somalia,FALSE
11,11.a.1,Sudan,FALSE
11,11.a.1,Syria,FALSE
11,11.a.1,Tunisia,FALSE
11,11.a.1,United Arab Emirates,FALSE
11,11.a.1,Yemen,FALSE
11,11.b.1,Algeria,FALSE
11,11.b.1,Bahrain,FALSE
11,11.b.1,Comoros,TRUE
11,11.b.1,Djibouti,FALSE
11,11.b.1,Egypt,TRUE
11,11.b.1,Iraq,TRUE
11,11.b.1,Jordan,TRUE
11,11.b.1,Kuwait,TRUE
11,11.b.1,Lebanon,TRUE
11,11.b.1,Libya,FALSE
11,11.b.1,Mauritania,FALSE
11,11.b.1,Morocco,TRUE
11,11.b.1,Oman,FALSE
11,11.b.1,Palestine,TRUE
11,11.b.1,Qatar,TRUE
11,11.b.1,Saudi Arabia,TRUE
11,11.b.1,Somalia,TRUE
11,11.b.1,Sudan,TRUE
11,11.b.1,Syria,FALSE
11,11.b.1,Tunisia,FALSE
11,11.b.1,United Arab Emirates,FALSE
11,11.b.1,Yemen,FALSE
11,11.b.2,Algeria,FALSE
11,11.b.2,Bahrain,FALSE
11,11.b.2,Comoros,TRUE
11,11.b.2,Djibouti,FALSE
11,11.b.2,Egypt,TRUE
11,11.b.2,Iraq,TRUE
11,11.b.2,Jordan,TRUE
11,11.b.2,Kuwait,TRUE
11,11.b.2,Lebanon,TRUE
11,11.b.2,Libya,FALSE
11,11.b.2,Mauritania,FALSE
11,11.b.2,Morocco,FALSE
11,11.b.2,Oman,FALSE
11,11.b.2,Palestine,TRUE
11,11.b.2,Qatar,TRUE
11,11.b.2,Saudi Arabia,TRUE
11,11.b.2,Somalia,TRUE
11,11.b.2,Sudan,TRUE
11,11.b.2,Syria,FALSE
11,11.b.2,Tunisia,FALSE
11,11.b.2,United Arab Emirates,FALSE
11,11.b.2,Yemen,FALSE
12,12.1.1,Algeria,FALSE
12,12.1.1,Bahrain,TRUE
12,12.1.1,Comoros,TRUE
12,12.1.1,Djibouti,FALSE
12,12.1.1,Egypt,FALSE
12,12.1.1,Iraq,FALSE
12,12.1.1,Jordan,TRUE
12,12.1.1,Kuwait,FALSE
12,12.1.1,Lebanon,FALSE
12,12.1.1,Libya,FALSE
12,12.1.1,Mauritania,FALSE
12,12.1.1,Morocco,FALSE
12,12.1.1,Oman,FALSE
12,12.1.1,Palestine,TRUE
12,12.1.1,Qatar,FALSE
12,12.1.1,Saudi Arabia,FALSE
12,12.1.1,Somalia,FALSE
12,12.1.1,Sudan,FALSE
12,12.1.1,Syria,FALSE
12,12.1.1,Tunisia,TRUE
12,12.1.1,United Arab Emirates,TRUE
12,12.1.1,Yemen,TRUE
12,12.2.1,Algeria,TRUE
12,12.2.1,Bahrain,TRUE
12,12.2.1,Comoros,TRUE
12,12.2.1,Djibouti,TRUE
12,12.2.1,Egypt,TRUE
12,12.2.1,Iraq,TRUE
12,12.2.1,Jordan,TRUE
12,12.2.1,Kuwait,TRUE
12,12.2.1,Lebanon,TRUE
12,12.2.1,Libya,TRUE
12,12.2.1,Mauritania,TRUE
12,12.2.1,Morocco,TRUE
12,12.2.1,Oman,TRUE
12,12.2.1,Palestine,TRUE
12,12.2.1,Qatar,TRUE
12,12.2.1,Saudi Arabia,TRUE
12,12.2.1,Somalia,TRUE
12,12.2.1,Sudan,TRUE
12,12.2.1,Syria,TRUE
12,12.2.1,Tunisia,TRUE
12,12.2.1,United Arab Emirates,TRUE
12,12.2.1,Yemen,TRUE
12,12.2.2,Algeria,TRUE
12,12.2.2,Bahrain,TRUE
12,12.2.2,Comoros,TRUE
12,12.2.2,Djibouti,TRUE
12,12.2.2,Egypt,TRUE
12,12.2.2,Iraq,TRUE
12,12.2.2,Jordan,TRUE
12,12.2.2,Kuwait,TRUE
12,12.2.2,Lebanon,TRUE
12,12.2.2,Libya,TRUE
12,12.2.2,Mauritania,TRUE
12,12.2.2,Morocco,TRUE
12,12.2.2,Oman,TRUE
12,12.2.2,Palestine,FALSE
12,12.2.2,Qatar,TRUE
12,12.2.2,Saudi Arabia,TRUE
12,12.2.2,Somalia,TRUE
12,12.2.2,Sudan,TRUE
12,12.2.2,Syria,TRUE
12,12.2.2,Tunisia,TRUE
12,12.2.2,United Arab Emirates,TRUE
12,12.2.2,Yemen,TRUE
12,12.3.1,Algeria,FALSE
12,12.3.1,Bahrain,FALSE
12,12.3.1,Comoros,FALSE
12,12.3.1,Djibouti,FALSE
12,12.3.1,Egypt,FALSE
12,12.3.1,Iraq,FALSE
12,12.3.1,Jordan,FALSE
12,12.3.1,Kuwait,FALSE
12,12.3.1,Lebanon,FALSE
12,12.3.1,Libya,FALSE
12,12.3.1,Mauritania,FALSE
12,12.3.1,Morocco,FALSE
12,12.3.1,Oman,FALSE
12,12.3.1,Palestine,FALSE
12,12.3.1,Qatar,FALSE
12,12.3.1,Saudi Arabia,FALSE
12,12.3.1,Somalia,FALSE
12,12.3.1,Sudan,FALSE
12,12.3.1,Syria,FALSE
12,12.3.1,Tunisia,FALSE
12,12.3.1,United Arab Emirates,FALSE
12,12.3.1,Yemen,FALSE
12,12.4.1,Algeria,TRUE
12,12.4.1,Bahrain,TRUE
12,12.4.1,Comoros,TRUE
12,12.4.1,Djibouti,TRUE
12,12.4.1,Egypt,TRUE
12,12.4.1,Iraq,TRUE
12,12.4.1,Jordan,TRUE
12,12.4.1,Kuwait,TRUE
12,12.4.1,Lebanon,TRUE
12,12.4.1,Libya,TRUE
12,12.4.1,Mauritania,TRUE
12,12.4.1,Morocco,TRUE
12,12.4.1,Oman,TRUE
12,12.4.1,Palestine,TRUE
12,12.4.1,Qatar,TRUE
12,12.4.1,Saudi Arabia,TRUE
12,12.4.1,Somalia,TRUE
12,12.4.1,Sudan,TRUE
12,12.4.1,Syria,TRUE
12,12.4.1,Tunisia,TRUE
12,12.4.1,United Arab Emirates,TRUE
12,12.4.1,Yemen,TRUE
12,12.4.2,Algeria,TRUE
12,12.4.2,Bahrain,TRUE
12,12.4.2,Comoros,TRUE
12,12.4.2,Djibouti,TRUE
12,12.4.2,Egypt,TRUE
12,12.4.2,Iraq,TRUE
12,12.4.2,Jordan,TRUE
12,12.4.2,Kuwait,TRUE
12,12.4.2,Lebanon,TRUE
12,12.4.2,Libya,TRUE
12,12.4.2,Mauritania,TRUE
12,12.4.2,Morocco,TRUE
12,12.4.2,Oman,TRUE
12,12.4.2,Palestine,TRUE
12,12.4.2,Qatar,TRUE
12,12.4.2,Saudi Arabia,TRUE
12,12.4.2,Somalia,FALSE
12,12.4.2,Sudan,TRUE
12,12.4.2,Syria,TRUE
12,12.4.2,Tunisia,TRUE
12,12.4.2,United Arab Emirates,TRUE
12,12.4.2,Yemen,TRUE
12,12.5.1,Algeria,FALSE
12,12.5.1,Bahrain,FALSE
12,12.5.1,Comoros,FALSE
12,12.5.1,Djibouti,FALSE
12,12.5.1,Egypt,FALSE
12,12.5.1,Iraq,TRUE
12,12.5.1,Jordan,FALSE
12,12.5.1,Kuwait,FALSE
12,12.5.1,Lebanon,FALSE
12,12.5.1,Libya,FALSE
12,12.5.1,Mauritania,FALSE
12,12.5.1,Morocco,TRUE
12,12.5.1,Oman,FALSE
12,12.5.1,Palestine,TRUE
12,12.5.1,Qatar,FALSE
12,12.5.1,Saudi Arabia,TRUE
12,12.5.1,Somalia,FALSE
12,12.5.1,Sudan,FALSE
12,12.5.1,Syria,FALSE
12,12.5.1,Tunisia,TRUE
12,12.5.1,United Arab Emirates,TRUE
12,12.5.1,Yemen,TRUE
12,12.6.1,Algeria,FALSE
12,12.6.1,Bahrain,FALSE
12,12.6.1,Comoros,FALSE
12,12.6.1,Djibouti,FALSE
12,12.6.1,Egypt,FALSE
12,12.6.1,Iraq,FALSE
12,12.6.1,Jordan,FALSE
12,12.6.1,Kuwait,FALSE
12,12.6.1,Lebanon,FALSE
12,12.6.1,Libya,FALSE
12,12.6.1,Mauritania,FALSE
12,12.6.1,Morocco,FALSE
12,12.6.1,Oman,FALSE
12,12.6.1,Palestine,FALSE
12,12.6.1,Qatar,FALSE
12,12.6.1,Saudi Arabia,FALSE
12,12.6.1,Somalia,FALSE
12,12.6.1,Sudan,FALSE
12,12.6.1,Syria,FALSE
12,12.6.1,Tunisia,FALSE
12,12.6.1,United Arab Emirates,FALSE
12,12.6.1,Yemen,FALSE
12,12.7.1,Algeria,FALSE
12,12.7.1,Bahrain,FALSE
12,12.7.1,Comoros,FALSE
12,12.7.1,Djibouti,FALSE
12,12.7.1,Egypt,FALSE
12,12.7.1,Iraq,FALSE
12,12.7.1,Jordan,FALSE
12,12.7.1,Kuwait,FALSE
12,12.7.1,Lebanon,FALSE
12,12.7.1,Libya,FALSE
12,12.7.1,Mauritania,FALSE
12,12.7.1,Morocco,FALSE
12,12.7.1,Oman,FALSE
12,12.7.1,Palestine,FALSE
12,12.7.1,Qatar,FALSE
12,12.7.1,Saudi Arabia,FALSE
12,12.7.1,Somalia,FALSE
12,12.7.1,Sudan,FALSE
12,12.7.1,Syria,FALSE
12,12.7.1,Tunisia,FALSE
12,12.7.1,United Arab Emirates,FALSE
12,12.7.1,Yemen,FALSE
12,12.8.1,Algeria,FALSE
12,12.8.1,Bahrain,FALSE
12,12.8.1,Comoros,FALSE
12,12.8.1,Djibouti,FALSE
12,12.8.1,Egypt,FALSE
12,12.8.1,Iraq,FALSE
12,12.8.1,Jordan,FALSE
12,12.8.1,Kuwait,FALSE
12,12.8.1,Lebanon,FALSE
12,12.8.1,Libya,FALSE
12,12.8.1,Mauritania,FALSE
12,12.8.1,Morocco,FALSE
12,12.8.1,Oman,FALSE
12,12.8.1,Palestine,FALSE
12,12.8.1,Qatar,FALSE
12,12.8.1,Saudi Arabia,FALSE
12,12.8.1,Somalia,FALSE
12,12.8.1,Sudan,FALSE
12,12.8.1,Syria,FALSE
12,12.8.1,Tunisia,FALSE
12,12.8.1,United Arab Emirates,FALSE
12,12.8.1,Yemen,FALSE
12,12.a.1,Algeria,FALSE
12,12.a.1,Bahrain,FALSE
12,12.a.1,Comoros,FALSE
12,12.a.1,Djibouti,FALSE
12,12.a.1,Egypt,FALSE
12,12.a.1,Iraq,FALSE
12,12.a.1,Jordan,FALSE
12,12.a.1,Kuwait,FALSE
12,12.a.1,Lebanon,FALSE
12,12.a.1,Libya,FALSE
12,12.a.1,Mauritania,FALSE
12,12.a.1,Morocco,FALSE
12,12.a.1,Oman,FALSE
12,12.a.1,Palestine,FALSE
12,12.a.1,Qatar,FALSE
12,12.a.1,Saudi Arabia,FALSE
12,12.a.1,Somalia,FALSE
12,12.a.1,Sudan,FALSE
12,12.a.1,Syria,FALSE
12,12.a.1,Tunisia,FALSE
12,12.a.1,United Arab Emirates,FALSE
12,12.a.1,Yemen,FALSE
12,12.b.1,Algeria,TRUE
12,12.b.1,Bahrain,FALSE
12,12.b.1,Comoros,FALSE
12,12.b.1,Djibouti,FALSE
12,12.b.1,Egypt,TRUE
12,12.b.1,Iraq,FALSE
12,12.b.1,Jordan,TRUE
12,12.b.1,Kuwait,FALSE
12,12.b.1,Lebanon,FALSE
12,12.b.1,Libya,FALSE
12,12.b.1,Mauritania,FALSE
12,12.b.1,Morocco,TRUE
12,12.b.1,Oman,TRUE
12,12.b.1,Palestine,TRUE
12,12.b.1,Qatar,TRUE
12,12.b.1,Saudi Arabia,TRUE
12,12.b.1,Somalia,FALSE
12,12.b.1,Sudan,FALSE
12,12.b.1,Syria,FALSE
12,12.b.1,Tunisia,FALSE
12,12.b.1,United Arab Emirates,FALSE
12,12.b.1,Yemen,FALSE
12,12.c.1,Algeria,TRUE
12,12.c.1,Bahrain,TRUE
12,12.c.1,Comoros,TRUE
12,12.c.1,Djibouti,TRUE
12,12.c.1,Egypt,TRUE
12,12.c.1,Iraq,TRUE
12,12.c.1,Jordan,TRUE
12,12.c.1,Kuwait,TRUE
12,12.c.1,Lebanon,TRUE
12,12.c.1,Libya,TRUE
12,12.c.1,Mauritania,TRUE
12,12.c.1,Morocco,TRUE
12,12.c.1,Oman,TRUE
12,12.c.1,Palestine,FALSE
12,12.c.1,Qatar,TRUE
12,12.c.1,Saudi Arabia,TRUE
12,12.c.1,Somalia,FALSE
12,12.c.1,Sudan,TRUE
12,12.c.1,Syria,TRUE
12,12.c.1,Tunisia,TRUE
12,12.c.1,United Arab Emirates,TRUE
12,12.c.1,Yemen,TRUE
13,13.1.1,Algeria,TRUE
13,13.1.1,Bahrain,FALSE
13,13.1.1,Comoros,TRUE
13,13.1.1,Djibouti,TRUE
13,13.1.1,Egypt,TRUE
13,13.1.1,Iraq,TRUE
13,13.1.1,Jordan,TRUE
13,13.1.1,Kuwait,TRUE
13,13.1.1,Lebanon,TRUE
13,13.1.1,Libya,TRUE
13,13.1.1,Mauritania,TRUE
13,13.1.1,Morocco,TRUE
13,13.1.1,Oman,FALSE
13,13.1.1,Palestine,TRUE
13,13.1.1,Qatar,FALSE
13,13.1.1,Saudi Arabia,TRUE
13,13.1.1,Somalia,TRUE
13,13.1.1,Sudan,TRUE
13,13.1.1,Syria,TRUE
13,13.1.1,Tunisia,TRUE
13,13.1.1,United Arab Emirates,FALSE
13,13.1.1,Yemen,TRUE
13,13.1.1,Algeria,TRUE
13,13.1.1,Bahrain,FALSE
13,13.1.1,Comoros,TRUE
13,13.1.1,Djibouti,TRUE
13,13.1.1,Egypt,TRUE
13,13.1.1,Iraq,TRUE
13,13.1.1,Jordan,TRUE
13,13.1.1,Kuwait,TRUE
13,13.1.1,Lebanon,TRUE
13,13.1.1,Libya,TRUE
13,13.1.1,Mauritania,TRUE
13,13.1.1,Morocco,TRUE
13,13.1.1,Oman,FALSE
13,13.1.1,Palestine,TRUE
13,13.1.1,Qatar,FALSE
13,13.1.1,Saudi Arabia,TRUE
13,13.1.1,Somalia,TRUE
13,13.1.1,Sudan,TRUE
13,13.1.1,Syria,TRUE
13,13.1.1,Tunisia,TRUE
13,13.1.1,United Arab Emirates,FALSE
13,13.1.1,Yemen,TRUE
13,13.1.2,Algeria,FALSE
13,13.1.2,Bahrain,FALSE
13,13.1.2,Comoros,TRUE
13,13.1.2,Djibouti,FALSE
13,13.1.2,Egypt,TRUE
13,13.1.2,Iraq,TRUE
13,13.1.2,Jordan,TRUE
13,13.1.2,Kuwait,TRUE
13,13.1.2,Lebanon,TRUE
13,13.1.2,Libya,FALSE
13,13.1.2,Mauritania,FALSE
13,13.1.2,Morocco,TRUE
13,13.1.2,Oman,FALSE
13,13.1.2,Palestine,TRUE
13,13.1.2,Qatar,TRUE
13,13.1.2,Saudi Arabia,TRUE
13,13.1.2,Somalia,TRUE
13,13.1.2,Sudan,TRUE
13,13.1.2,Syria,FALSE
13,13.1.2,Tunisia,FALSE
13,13.1.2,United Arab Emirates,FALSE
13,13.1.2,Yemen,FALSE
13,13.1.2,Algeria,FALSE
13,13.1.2,Bahrain,FALSE
13,13.1.2,Comoros,TRUE
13,13.1.2,Djibouti,FALSE
13,13.1.2,Egypt,TRUE
13,13.1.2,Iraq,TRUE
13,13.1.2,Jordan,TRUE
13,13.1.2,Kuwait,TRUE
13,13.1.2,Lebanon,TRUE
13,13.1.2,Libya,FALSE
13,13.1.2,Mauritania,FALSE
13,13.1.2,Morocco,TRUE
13,13.1.2,Oman,FALSE
13,13.1.2,Palestine,TRUE
13,13.1.2,Qatar,TRUE
13,13.1.2,Saudi Arabia,TRUE
13,13.1.2,Somalia,TRUE
13,13.1.2,Sudan,TRUE
13,13.1.2,Syria,FALSE
13,13.1.2,Tunisia,FALSE
13,13.1.2,United Arab Emirates,FALSE
13,13.1.2,Yemen,FALSE
13,13.1.3,Algeria,FALSE
13,13.1.3,Bahrain,FALSE
13,13.1.3,Comoros,TRUE
13,13.1.3,Djibouti,FALSE
13,13.1.3,Egypt,TRUE
13,13.1.3,Iraq,TRUE
13,13.1.3,Jordan,TRUE
13,13.1.3,Kuwait,TRUE
13,13.1.3,Lebanon,TRUE
13,13.1.3,Libya,FALSE
13,13.1.3,Mauritania,FALSE
13,13.1.3,Morocco,FALSE
13,13.1.3,Oman,FALSE
13,13.1.3,Palestine,TRUE
13,13.1.3,Qatar,TRUE
13,13.1.3,Saudi Arabia,TRUE
13,13.1.3,Somalia,TRUE
13,13.1.3,Sudan,TRUE
13,13.1.3,Syria,FALSE
13,13.1.3,Tunisia,FALSE
13,13.1.3,United Arab Emirates,FALSE
13,13.1.3,Yemen,FALSE
13,13.1.3,Algeria,FALSE
13,13.1.3,Bahrain,FALSE
13,13.1.3,Comoros,TRUE
13,13.1.3,Djibouti,FALSE
13,13.1.3,Egypt,TRUE
13,13.1.3,Iraq,TRUE
13,13.1.3,Jordan,TRUE
13,13.1.3,Kuwait,TRUE
13,13.1.3,Lebanon,TRUE
13,13.1.3,Libya,FALSE
13,13.1.3,Mauritania,FALSE
13,13.1.3,Morocco,FALSE
13,13.1.3,Oman,FALSE
13,13.1.3,Palestine,TRUE
13,13.1.3,Qatar,TRUE
13,13.1.3,Saudi Arabia,TRUE
13,13.1.3,Somalia,TRUE
13,13.1.3,Sudan,TRUE
13,13.1.3,Syria,FALSE
13,13.1.3,Tunisia,FALSE
13,13.1.3,United Arab Emirates,FALSE
13,13.1.3,Yemen,FALSE
13,13.2.1,Algeria,TRUE
13,13.2.1,Bahrain,FALSE
13,13.2.1,Comoros,TRUE
13,13.2.1,Djibouti,FALSE
13,13.2.1,Egypt,FALSE
13,13.2.1,Iraq,FALSE
13,13.2.1,Jordan,FALSE
13,13.2.1,Kuwait,FALSE
13,13.2.1,Lebanon,TRUE
13,13.2.1,Libya,FALSE
13,13.2.1,Mauritania,FALSE
13,13.2.1,Morocco,TRUE
13,13.2.1,Oman,FALSE
13,13.2.1,Palestine,FALSE
13,13.2.1,Qatar,FALSE
13,13.2.1,Saudi Arabia,FALSE
13,13.2.1,Somalia,FALSE
13,13.2.1,Sudan,FALSE
13,13.2.1,Syria,TRUE
13,13.2.1,Tunisia,FALSE
13,13.2.1,United Arab Emirates,FALSE
13,13.2.1,Yemen,TRUE
13,13.2.1,Algeria,TRUE
13,13.2.1,Bahrain,FALSE
13,13.2.1,Comoros,TRUE
13,13.2.1,Djibouti,FALSE
13,13.2.1,Egypt,FALSE
13,13.2.1,Iraq,FALSE
13,13.2.1,Jordan,FALSE
13,13.2.1,Kuwait,FALSE
13,13.2.1,Lebanon,TRUE
13,13.2.1,Libya,FALSE
13,13.2.1,Mauritania,FALSE
13,13.2.1,Morocco,TRUE
13,13.2.1,Oman,FALSE
13,13.2.1,Palestine,FALSE
13,13.2.1,Qatar,FALSE
13,13.2.1,Saudi Arabia,FALSE
13,13.2.1,Somalia,FALSE
13,13.2.1,Sudan,FALSE
13,13.2.1,Syria,TRUE
13,13.2.1,Tunisia,FALSE
13,13.2.1,United Arab Emirates,FALSE
13,13.2.1,Yemen,TRUE
13,13.2.2,Algeria,FALSE
13,13.2.2,Bahrain,FALSE
13,13.2.2,Comoros,FALSE
13,13.2.2,Djibouti,FALSE
13,13.2.2,Egypt,FALSE
13,13.2.2,Iraq,FALSE
13,13.2.2,Jordan,FALSE
13,13.2.2,Kuwait,FALSE
13,13.2.2,Lebanon,FALSE
13,13.2.2,Libya,FALSE
13,13.2.2,Mauritania,FALSE
13,13.2.2,Morocco,FALSE
13,13.2.2,Oman,FALSE
13,13.2.2,Palestine,FALSE
13,13.2.2,Qatar,FALSE
13,13.2.2,Saudi Arabia,FALSE
13,13.2.2,Somalia,FALSE
13,13.2.2,Sudan,FALSE
13,13.2.2,Syria,FALSE
13,13.2.2,Tunisia,FALSE
13,13.2.2,United Arab Emirates,FALSE
13,13.2.2,Yemen,FALSE
13,13.2.2,Algeria,FALSE
13,13.2.2,Bahrain,FALSE
13,13.2.2,Comoros,FALSE
13,13.2.2,Djibouti,FALSE
13,13.2.2,Egypt,FALSE
13,13.2.2,Iraq,FALSE
13,13.2.2,Jordan,FALSE
13,13.2.2,Kuwait,FALSE
13,13.2.2,Lebanon,FALSE
13,13.2.2,Libya,FALSE
13,13.2.2,Mauritania,FALSE
13,13.2.2,Morocco,FALSE
13,13.2.2,Oman,FALSE
13,13.2.2,Palestine,FALSE
13,13.2.2,Qatar,FALSE
13,13.2.2,Saudi Arabia,FALSE
13,13.2.2,Somalia,FALSE
13,13.2.2,Sudan,FALSE
13,13.2.2,Syria,FALSE
13,13.2.2,Tunisia,FALSE
13,13.2.2,United Arab Emirates,FALSE
13,13.2.2,Yemen,FALSE
13,13.3.1,Algeria,FALSE
13,13.3.1,Bahrain,FALSE
13,13.3.1,Comoros,FALSE
13,13.3.1,Djibouti,FALSE
13,13.3.1,Egypt,FALSE
13,13.3.1,Iraq,FALSE
13,13.3.1,Jordan,FALSE
13,13.3.1,Kuwait,FALSE
13,13.3.1,Lebanon,FALSE
13,13.3.1,Libya,FALSE
13,13.3.1,Mauritania,FALSE
13,13.3.1,Morocco,FALSE
13,13.3.1,Oman,FALSE
13,13.3.1,Palestine,FALSE
13,13.3.1,Qatar,FALSE
13,13.3.1,Saudi Arabia,FALSE
13,13.3.1,Somalia,FALSE
13,13.3.1,Sudan,FALSE
13,13.3.1,Syria,FALSE
13,13.3.1,Tunisia,FALSE
13,13.3.1,United Arab Emirates,FALSE
13,13.3.1,Yemen,FALSE
13,13.3.1,Algeria,FALSE
13,13.3.1,Bahrain,FALSE
13,13.3.1,Comoros,FALSE
13,13.3.1,Djibouti,FALSE
13,13.3.1,Egypt,FALSE
13,13.3.1,Iraq,FALSE
13,13.3.1,Jordan,FALSE
13,13.3.1,Kuwait,FALSE
13,13.3.1,Lebanon,FALSE
13,13.3.1,Libya,FALSE
13,13.3.1,Mauritania,FALSE
13,13.3.1,Morocco,FALSE
13,13.3.1,Oman,FALSE
13,13.3.1,Palestine,FALSE
13,13.3.1,Qatar,FALSE
13,13.3.1,Saudi Arabia,FALSE
13,13.3.1,Somalia,FALSE
13,13.3.1,Sudan,FALSE
13,13.3.1,Syria,FALSE
13,13.3.1,Tunisia,FALSE
13,13.3.1,United Arab Emirates,FALSE
13,13.3.1,Yemen,FALSE
13,13.a.1,Algeria,FALSE
13,13.a.1,Bahrain,FALSE
13,13.a.1,Comoros,FALSE
13,13.a.1,Djibouti,FALSE
13,13.a.1,Egypt,FALSE
13,13.a.1,Iraq,FALSE
13,13.a.1,Jordan,FALSE
13,13.a.1,Kuwait,FALSE
13,13.a.1,Lebanon,FALSE
13,13.a.1,Libya,FALSE
13,13.a.1,Mauritania,FALSE
13,13.a.1,Morocco,FALSE
13,13.a.1,Oman,FALSE
13,13.a.1,Palestine,FALSE
13,13.a.1,Qatar,FALSE
13,13.a.1,Saudi Arabia,FALSE
13,13.a.1,Somalia,FALSE
13,13.a.1,Sudan,FALSE
13,13.a.1,Syria,FALSE
13,13.a.1,Tunisia,FALSE
13,13.a.1,United Arab Emirates,FALSE
13,13.a.1,Yemen,FALSE
13,13.a.1,Algeria,FALSE
13,13.a.1,Bahrain,FALSE
13,13.a.1,Comoros,FALSE
13,13.a.1,Djibouti,FALSE
13,13.a.1,Egypt,FALSE
13,13.a.1,Iraq,FALSE
13,13.a.1,Jordan,FALSE
13,13.a.1,Kuwait,FALSE
13,13.a.1,Lebanon,FALSE
13,13.a.1,Libya,FALSE
13,13.a.1,Mauritania,FALSE
13,13.a.1,Morocco,FALSE
13,13.a.1,Oman,FALSE
13,13.a.1,Palestine,FALSE
13,13.a.1,Qatar,FALSE
13,13.a.1,Saudi Arabia,FALSE
13,13.a.1,Somalia,FALSE
13,13.a.1,Sudan,FALSE
13,13.a.1,Syria,FALSE
13,13.a.1,Tunisia,FALSE
13,13.a.1,United Arab Emirates,FALSE
13,13.a.1,Yemen,FALSE
13,13.b.1,Algeria,FALSE
13,13.b.1,Bahrain,FALSE
13,13.b.1,Comoros,FALSE
13,13.b.1,Djibouti,FALSE
13,13.b.1,Egypt,FALSE
13,13.b.1,Iraq,FALSE
13,13.b.1,Jordan,FALSE
13,13.b.1,Kuwait,FALSE
13,13.b.1,Lebanon,FALSE
13,13.b.1,Libya,FALSE
13,13.b.1,Mauritania,FALSE
13,13.b.1,Morocco,FALSE
13,13.b.1,Oman,FALSE
